=== EP_NIC_NAME=rdmap110s0 (auto: 16 rdmap ports at 200 Gb/s => 50.0 GB/s per GPU at 8 GPUs) ===
=== Route B: NCCL_GIN_TYPE=5 (EFA GDA / GDAKI) ===
+ docker run --rm --gpus all --privileged --network=host --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --device=/dev/infiniband --device=/dev/gdrdrv -e MASTER_ADDR=172.31.20.74 -e MASTER_PORT=29591 -e WORLD_SIZE=2 -e RANK=0 -e NCCL_DEBUG=WARN -e NCCL_GIN_TYPE=5 -e FI_EFA_USE_HW_CNTR=1 -e OFI_NCCL_GIN_STRONG_SIGNAL=1 -e NCCL_RMA_DISABLE=1 -e NCCL_SYM_GIN_KERNELS_ENABLE=0 -e EP_NIC_NAME=rdmap110s0 -e TORCHDYNAMO_DISABLE=1 -e TORCH_COMPILE_DISABLE=1 -e PYTHONUNBUFFERED=1 -e PYTHONFAULTHANDLER=1 deepep-v2-efa-gdaki-h200:dev-7a6059a3 bash -lc 'cd /opt/deepep && timeout -s ABRT --kill-after=60 1500     python -u tests/elastic/test_ep.py     --num-processes 8 --num-sms 12 --num-tokens=128 --num-topk=8 --num-experts=256 --hidden=7168 --allow-hybrid-mode=1 --prefer-overlap-with-compute=0 --test-first-only --skip-check'

=============
== PyTorch ==
=============

NVIDIA Release 26.04 (build 297444911)
PyTorch Version 2.12.0a0+0291f96
Container image Copyright (c) 2026, NVIDIA CORPORATION & AFFILIATES. All rights reserved.
Copyright (c) 2014-2024 Facebook Inc.
Copyright (c) 2011-2014 Idiap Research Institute (Ronan Collobert)
Copyright (c) 2012-2014 Deepmind Technologies    (Koray Kavukcuoglu)
Copyright (c) 2011-2012 NEC Laboratories America (Koray Kavukcuoglu)
Copyright (c) 2011-2013 NYU                      (Clement Farabet)
Copyright (c) 2006-2010 NEC Laboratories America (Ronan Collobert, Leon Bottou, Iain Melvin, Jason Weston)
Copyright (c) 2006      Idiap Research Institute (Samy Bengio)
Copyright (c) 2001-2004 Idiap Research Institute (Ronan Collobert, Samy Bengio, Johnny Mariethoz)
Copyright (c) 2015      Google Inc.
Copyright (c) 2015      Yangqing Jia
Copyright (c) 2013-2016 The Caffe contributors
All rights reserved.

Various files include modifications (c) NVIDIA CORPORATION & AFFILIATES.  All rights reserved.

GOVERNING TERMS: The software and materials are governed by the NVIDIA Software License Agreement
(found at https://www.nvidia.com/en-us/agreements/enterprise-software/nvidia-software-license-agreement/)
and the Product-Specific Terms for NVIDIA AI Products
(found at https://www.nvidia.com/en-us/agreements/enterprise-software/product-specific-terms-for-ai-products/).

NCCL version 2.31.1+cuda13.2
GIN auto-tuner: gin_context_cnt=5, gin_indexed_signals_cnt=49, num_qp=5, num_max_sms=12
GIN auto-tuner: gin_context_cnt=5, gin_indexed_signals_cnt=49, num_qp=5, num_max_sms=12
GIN auto-tuner: gin_context_cnt=5, gin_indexed_signals_cnt=49, num_qp=5, num_max_sms=12
GIN auto-tuner: gin_context_cnt=5, gin_indexed_signals_cnt=49, num_qp=5, num_max_sms=12
GIN auto-tuner: gin_context_cnt=5, gin_indexed_signals_cnt=49, num_qp=5, num_max_sms=12
GIN auto-tuner: gin_context_cnt=5, gin_indexed_signals_cnt=49, num_qp=5, num_max_sms=12
GIN auto-tuner: gin_context_cnt=5, gin_indexed_signals_cnt=49, num_qp=5, num_max_sms=12
GIN auto-tuner: gin_context_cnt=5, gin_indexed_signals_cnt=49, num_qp=5, num_max_sms=12
Config:
 > Ranks: 2 x 8
 > Experts: 8/256
 > Tokens: 128 (max: 128), hidden: 7168
 > #SM: 12, #QPs: 5/5

Running all test cases:
 > Testing with do_handle_copy=1, expert_alignment=128, use_fp8_dispatch=1, num_bias=0, with_previous_event=0, async_with_compute_stream=0, allocate_on_comm_stream=0 ...
   * EP:   4/16 | dispatch: 6 GB/s (SO), 19 GB/s (SU), 293.138 us, 5623488 bytes | copy: 363 GB/s, 30.985 us
   * EP:   3/16 | dispatch: 6 GB/s (SO), 19 GB/s (SU), 301.405 us, 5855616 bytes | copy: 582 GB/s, 20.115 us
   * EP:   0/16 | dispatch: 6 GB/s (SO), 19 GB/s (SU), 307.303 us, 5750784 bytes | copy: 448 GB/s, 25.673 us
   * EP:   5/16 | dispatch: 6 GB/s (SO), 19 GB/s (SU), 297.786 us, 5705856 bytes | copy: 419 GB/s, 27.218 us
   * EP:   7/16 | dispatch: 6 GB/s (SO), 20 GB/s (SU), 297.321 us, 5937984 bytes | copy: 500 GB/s, 23.729 us
   * EP:   2/16 | dispatch: 6 GB/s (SO), 20 GB/s (SU), 295.330 us, 5840640 bytes | copy: 598 GB/s, 19.522 us
   * EP:   1/16 | dispatch: 6 GB/s (SO), 19 GB/s (SU), 305.012 us, 5720832 bytes | copy: 789 GB/s, 14.499 us
   * EP:   6/16 | dispatch: 6 GB/s (SO), 19 GB/s (SU), 306.625 us, 5937984 bytes | copy: 380 GB/s, 31.255 us
   - EP:   0/16 | expanded dispatch: 6 GB/s (SO), 19 GB/s (SU), 306.649 us, 5750784 bytes | copy: 964 GB/s, 21.362 us
   - EP:   7/16 | expanded dispatch: 6 GB/s (SO), 20 GB/s (SU), 295.049 us, 5937984 bytes | copy: 754 GB/s, 27.470 us
   - EP:   1/16 | expanded dispatch: 6 GB/s (SO), 19 GB/s (SU), 304.048 us, 5720832 bytes | copy: 938 GB/s, 21.879 us
   - EP:   4/16 | expanded dispatch: 6 GB/s (SO), 19 GB/s (SU), 292.480 us, 5623488 bytes | copy: 634 GB/s, 32.275 us
   - EP:   3/16 | expanded dispatch: 6 GB/s (SO), 20 GB/s (SU), 297.277 us, 5855616 bytes | copy: 1066 GB/s, 19.396 us
   - EP:   5/16 | expanded dispatch: 6 GB/s (SO), 19 GB/s (SU), 294.352 us, 5705856 bytes | copy: 1016 GB/s, 20.226 us   - EP:   2/16 | expanded dispatch: 6 GB/s (SO), 20 GB/s (SU), 293.925 us, 5840640 bytes | copy: 865 GB/s, 23.923 us

   - EP:   6/16 | expanded dispatch: 6 GB/s (SO), 19 GB/s (SU), 306.765 us, 5937984 bytes | copy: 594 GB/s, 35.092 us
   # EP:   0/16 | cached dispatch: 7 GB/s (SO), 21 GB/s (SU), 272.912 us, 5750784 bytes | copy: 563 GB/s, 20.438 us
   # EP:   4/16 | cached dispatch: 7 GB/s (SO), 21 GB/s (SU), 263.677 us, 5623488 bytes | copy: 405 GB/s, 27.754 us
   # EP:   2/16 | cached dispatch: 7 GB/s (SO), 22 GB/s (SU), 264.116 us, 5840640 bytes | copy: 731 GB/s, 15.984 us
   # EP:   3/16 | cached dispatch: 7 GB/s (SO), 22 GB/s (SU), 267.677 us, 5855616 bytes | copy: 751 GB/s, 15.588 us
   # EP:   5/16 | cached dispatch: 7 GB/s (SO), 21 GB/s (SU), 266.853 us, 5705856 bytes | copy: 385 GB/s, 29.677 us
   # EP:   7/16 | cached dispatch: 7 GB/s (SO), 23 GB/s (SU), 261.039 us, 5937984 bytes | copy: 588 GB/s, 20.189 us
   # EP:   1/16 | cached dispatch: 7 GB/s (SO), 21 GB/s (SU), 270.382 us, 5720832 bytes | copy: 1126 GB/s, 10.158 us
   # EP:   6/16 | cached dispatch: 7 GB/s (SO), 22 GB/s (SU), 272.371 us, 5937984 bytes | copy: 505 GB/s, 23.495 us
   @ EP:   3/16 | combine: 20 GB/s (SO), 61 GB/s (SU), 183.423 us, 11235776 bytes | reduce: 1209 GB/s, 4.455 us
   @ EP:   5/16 | combine: 20 GB/s (SO), 62 GB/s (SU), 175.899 us, 10948416 bytes | reduce: 1191 GB/s, 4.438 us
   @ EP:   4/16 | combine: 20 GB/s (SO), 61 GB/s (SU), 177.647 us, 10790368 bytes | reduce: 1114 GB/s, 4.773 us
